casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2025-00058824,0 Block PLEASANT VALLEY PKY,2025-07-28T04:46:12.000,7,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,AValdez,2025-00058824-001,,Larceny-theft
2025-00058605,,2025-07-27T06:45:35.000,7,2025,Auto Towed,Not Used,Parking or MV Violation,0,MChasse,2025-00058605-001,,
2025-00501277,100 Block STEVEN AVE,2025-07-26T14:49:36.000,7,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,ADecristofano,2025-00501277-001,,Larceny-theft
2025-00058119,HARTFORD AVE,2025-07-25T19:26:00.000,7,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00058119-001,,
2025-00057798,0 Block PLEASANT VALLEY PKY,2025-07-24T19:35:00.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00057798-001,,
2025-00057593,0 Block PLEASANT VALLEY PKY,2025-07-24T02:16:00.000,7,2025,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,DForte,2025-00057593-001,,
2025-00501267,DEXTER ST,2025-07-22T14:20:09.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501267-001,,Larceny-theft
2025-00501253,EDDY ST,2025-07-21T18:07:48.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501253-001,,
2025-00501259,DYER ST,2025-07-21T12:14:54.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501259-001,,
2025-00056643,MAPLE ST &  CLADRASTIS AVE,2025-07-20T21:48:58.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/O $11000 - FROM MV,1,NLaFazia,2025-00056643-001,,Larceny-theft
2025-00501238,HEALTH AVE,2025-07-20T16:03:14.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501238-001,,Larceny-theft
2025-00501239,S STREET LANDING EDDY ST. ST,2025-07-20T10:52:01.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501239-001,,
2025-00056239,TOBEY ST &  10,2025-07-19T21:05:00.000,7,2025,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,ELane,2025-00056239-001,,
2025-00056190,WASHINGTON ST,2025-07-19T18:38:00.000,7,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00056190-001,,
2025-00501247,100 Block W JACKSON BLVD,2025-07-18T13:41:31.000,7,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00501247-001,,
2025-00501248,ANNE,2025-07-18T12:49:27.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501248-001,,
2025-00055643,0 Block PLEASANT VALLEY PKY,2025-07-17T23:23:16.000,7,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,BJohnson,2025-00055643-001,,
2025-00501233,GRAHAM ST,2025-07-17T16:48:39.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501233-001,,
2025-00055463,SEARLE ST,2025-07-17T13:07:00.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2025-00055463-001,,
2025-00054933,CHAD BROWN STREET,2025-07-15T13:43:00.000,7,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station,2025-00054933-001,,Larceny-theft
2025-00501198,FEDERAL HILL,2025-07-13T14:43:12.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501198-001,,Larceny-theft
2025-00053602,GREEN ST & WASHINGTON,2025-07-11T15:30:00.000,7,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JManown,2025-00053602-001,,
2025-00501220,1000 Block CRANSTON ST,2025-07-10T10:28:52.000,7,2025,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,ADecristofano,2025-00501220-001,,Larceny-theft
2025-00053217,FRANCIS ST  &  MEMORIAL BLVD,2025-07-10T09:18:00.000,7,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ASantos,2025-00053217-001,,
2025-00053175,10  &  SERVICE 1 RD,2025-07-10T02:19:36.000,7,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,DSchiavulli,2025-00053175-001,,
2025-00053161,0 Block THOMAS SPANN WAY,2025-07-10T00:49:00.000,7,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THE,1,APendergast,2025-00053161-001,,Motor Vehicle Theft
2025-00052836,0 Block ROGER WILLIAMS GRN,2025-07-08T20:09:00.000,7,2025,Weapons,11-47.1-3,Large capacity feeding devices prohibited,1,MPesola,2025-00052836-001,,
2025-00052836,0 Block ROGER WILLIAMS GRN,2025-07-08T20:09:00.000,7,2025,Forgery,11-47-24,ALTER OF MARKS OF IDENTIFICATION ON A FIREARM - COUNTERFEIT/FOR,1,MPesola,2025-00052836-002,,
2025-00052836,0 Block ROGER WILLIAMS GRN,2025-07-08T20:09:00.000,7,2025,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,MPesola,2025-00052836-003,,
2025-00501119,W CYPRESS ST,2025-07-08T13:43:00.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501119-001,,
2025-00052423,1200 Block ACADEMY AVE,2025-07-07T14:54:00.000,7,2025,Motor Vehicle Theft,11-41-1,LARCENY/O $11000 - AUTO THEFT,1,Central Station,2025-00052423-001,,Motor Vehicle Theft
2025-00501132,PLYMOUTH ST,2025-07-07T06:44:34.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501132-001,,Larceny-theft
2025-00501137,100 Block MANHAN ST,2025-07-06T19:48:10.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501137-001,,
2025-00501138,CHALKSTONE AVE,2025-07-06T19:46:58.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501138-001,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2,EAlarcon,2025-00052153-001,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,3,EAlarcon,2025-00052153-002,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EAlarcon,2025-00052153-003,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,EAlarcon,2025-00052153-004,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,EAlarcon,2025-00052153-005,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,EAlarcon,2025-00052153-006,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,EAlarcon,2025-00052153-007,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,EAlarcon,2025-00052153-008,,
2025-00052153,INDIA ST &  BRIDGE ST,2025-07-06T19:35:00.000,7,2025,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EAlarcon,2025-00052153-009,,
2025-00501140,UNION STREET,2025-07-06T12:53:17.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501140-001,,
2025-00051850,UNION ST,2025-07-05T21:46:29.000,7,2025,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,VSollitto,2025-00051850-001,,
2025-00501158,ASHBURTON ST,2025-07-03T13:15:52.000,7,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501158-001,,
2025-00501164,2000 Block MIDDLE RD,2025-07-02T22:50:23.000,7,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ADecristofano,2025-00501164-001,,Larceny-theft
2025-00501169,100 Block PONTIAC AVE,2025-07-02T14:31:36.000,7,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501169-001,,Larceny-theft
2025-00501080,ALLENS AVE AVE,2025-06-29T08:46:52.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501080-001,,
2025-00501085,DORRANCE ST ST,2025-06-28T07:50:43.000,6,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,ADecristofano,2025-00501085-001,,
2025-00048776,JULAIN ST,2025-06-26T18:27:00.000,6,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00048776-001,,
2025-00048770,700 Block CAHIR ST,2025-06-26T17:58:00.000,6,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00048770-001,,
2025-00501103,200 Block FOUNTAIN ST,2025-06-25T12:04:04.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501103-001,,
2025-00501067,W BROAD ST AT FENNER ST ST,2025-06-23T18:54:55.000,6,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501067-001,,Larceny-theft
2025-00047783,VICTOR ST,2025-06-23T12:00:00.000,6,2025,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2025-00047783-001,,
2025-00501040,0 Block RICHMOND TER,2025-06-22T18:29:11.000,6,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ADecristofano,2025-00501040-001,,Larceny-theft
2025-00501047,CANAL ST,2025-06-22T00:48:55.000,6,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00501047-001,,Larceny-theft
2025-00501028,BROAD ST,2025-06-19T21:50:53.000,6,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ADecristofano,2025-00501028-001,,Larceny-theft
2025-00046282,BROOK ST &  GEORGE M COHAN BLVD,2025-06-19T07:36:00.000,6,2025,Theft of MV Parts,11-41-1,Larceny Theft of MV Parts or Accessories over $11000,1,MHames,2025-00046282-001,,Larceny-theft
2025-00501019,DEAN ST,2025-06-18T08:07:36.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501019-001,,
2025-00501016,ATWELLS ST,2025-06-17T11:35:58.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00501016-001,,
2025-00044944,0 Block PLEASANT VALLEY PKY,2025-06-14T23:07:00.000,6,2025,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,LRamalho,2025-00044944-001,,
2025-00044636,PEARL ST,2025-06-13T22:06:00.000,6,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,NColicci,2025-00044636-001,,
2025-00044523,NPA,2025-06-13T15:39:00.000,6,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00044523-001,,
2025-00044340,BORDEN ST.,2025-06-12T23:56:00.000,6,2025,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,Central Station,2025-00044340-001,,
2025-00044128,HAWKINS ST,2025-06-12T10:59:00.000,6,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,Central Station,2025-00044128-001,,Larceny-theft
2025-00043889,FRANCIS ST &  FINANCE WAY,2025-06-11T15:46:00.000,6,2025,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,MMarwell,2025-00043889-001,,
2025-00043459,NORTH MAIN ST,2025-06-09T23:35:00.000,6,2025,Request for Assistance,Not Used,No violations,0,Central Station,2025-00043459-001,,
2025-00500975,PINE ST,2025-06-06T20:24:14.000,6,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00500975-001,,Larceny-theft
2025-00042142,0 Block PLEASANT VALLEY PKY,2025-06-05T22:14:00.000,6,2025,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DForte,2025-00042142-001,,
2025-00041704,NPA,2025-06-04T16:13:00.000,6,2025,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DArdito,2025-00041704-001,,
2025-00041704,NPA,2025-06-04T16:13:00.000,6,2025,RI Statute Violation,11-37.1-9,SEXUAL OFFENDER ADDRESS CHANGE,1,DArdito,2025-00041704-002,,
2025-00041615,BROAD STREET,2025-06-04T10:22:00.000,6,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2025-00041615-001,,
2025-00041510,RIDGE ST &  PENN ST,2025-06-03T23:26:08.000,6,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,HViruet,2025-00041510-001,,
2025-00041441,0 Block SMITHFIELD AVE,2025-06-03T19:00:00.000,6,2025,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,ASchneider,2025-00041441-001,,
2025-00041404,GREEN ST & WASHINGTON,2025-06-03T17:04:00.000,6,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JManown,2025-00041404-001,,
2025-00500925,0 Block PEACH ST,2025-06-03T06:54:54.000,6,2025,Larceny from Motor Vehicle,11-41-1,LARCENY/U $11000 - FROM MV,1,ADecristofano,2025-00500925-001,,Larceny-theft
2025-00500926,PEACH AVE,2025-06-03T06:26:35.000,6,2025,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,ADecristofano,2025-00500926-001,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,LRamalho,2025-00041160-001,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,LRamalho,2025-00041160-002,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,Traffic Violation,31-27-2.6,DWI Involving Bodily Injury,1,LRamalho,2025-00041160-003,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,Traffic Violation,31-27-1.1,"Driving to Endanger, Resulting in Personal Injury",1,LRamalho,2025-00041160-004,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,LRamalho,2025-00041160-005,,
2025-00041160,POINT ST & E FRANKLIN ST,2025-06-02T19:01:00.000,6,2025,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,LRamalho,2025-00041160-006,,
2025-00500934,0 Block LOCKWOOD ST,2025-06-02T13:37:23.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00500934-001,,
2025-00500941,SPRUCE ST,2025-06-01T13:02:49.000,6,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00500941-001,,
2025-00040020,0 Block ROGER WILLIAMS GRN,2025-05-29T23:03:24.000,5,2025,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,KMorel,2025-00040020-001,,
2025-00039787,E APPROACH & KENNEDY PLAZA,2025-05-29T08:09:00.000,5,2025,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ASantos,2025-00039787-001,,
2025-00039482,E FRANKLIN ST &  BROAD ST,2025-05-28T09:27:00.000,5,2025,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MSepe,2025-00039482-001,,
2025-00500896,0 Block CHESNUT,2025-05-24T22:44:47.000,5,2025,"Larceny, Other",11-41-1,LARCENY/U $11000 - ALL OTH LARCENY,1,ADecristofano,2025-00500896-001,,Larceny-theft
2025-00037719,E WASHINGTON PL  &  N NORTH MAIN ST,2025-05-22T10:45:38.000,5,2025,Auto Towed,Not Used,Parking or MV Violation,0,LGianfrancesco,2025-00037719-001,,
2025-00037530,0 Block KELLEY ST,2025-05-21T15:49:00.000,5,2025,"Fraud, Welfare",40-6-16,FRAUDULENT USE OF FOOD STAMPS/U $1000,1,Central Station,2025-00037530-001,,
2025-00500885,100 Block AVENUE 2,2025-05-21T10:15:49.000,5,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00500885-001,,
2025-00500862,UNAVAILABLE CT,2025-05-20T17:06:23.000,5,2025,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ADecristofano,2025-00500862-001,,
